DateTime_Out,Line,Feed,OutputGood,Scrap
2018-01-05 17:00:00,1,10056,10098,-42
2018-01-05 17:00:00,2,4797,4590,207
2018-01-05 18:00:00,1,10152,10098,54
2018-01-05 18:00:00,2,8776,8694,82
2018-01-05 19:00:00,1,10044,9936,108
2018-01-05 19:00:00,2,6784,6804,-20
2018-01-05 20:00:00,1,9471,9396,75
2018-01-05 20:00:00,2,7800,7614,186
2018-01-05 21:00:00,1,9724,9666,58
2018-01-05 21:00:00,2,9072,8856,216
2018-01-05 22:00:00,1,9744,9612,132
2018-01-05 22:00:00,2,1686,2178,-492
2018-01-05 23:00:00,1,8756,8802,-46
2018-01-06 00:00:00,1,9192,9180,12
2018-01-06 01:00:00,1,9974,9774,200
2018-01-06 02:00:00,1,9795,9774,21
2018-01-06 03:00:00,1,9199,9126,73
2018-01-06 04:00:00,1,8941,8802,139
2018-01-06 05:00:00,1,9019,9018,1
2018-01-06 06:00:00,1,9779,9612,167
2018-01-06 07:00:00,1,8950,9018,-68
2018-01-06 07:00:00,2,5534,4914,620
2018-01-06 08:00:00,1,8556,8424,132
2018-01-06 08:00:00,2,10088,10044,44
2018-01-06 09:00:00,1,8040,7938,102
2018-01-06 09:00:00,2,10628,10584,44
2018-01-06 10:00:00,1,7520,7560,-40
2018-01-06 10:00:00,2,10372,10314,58
2018-01-06 11:00:00,1,9672,9450,222
2018-01-06 11:00:00,2,10210,10098,112
2018-01-06 12:00:00,1,8204,8316,-112
2018-01-06 12:00:00,2,7834,7830,4
2018-01-06 13:00:00,1,10436,10260,176
2018-01-06 13:00:00,2,10764,10638,126
2018-01-06 14:00:00,1,8767,8640,127
2018-01-06 14:00:00,2,5354,5832,-478
2018-01-06 15:00:00,1,5945,5886,59
2018-01-06 16:00:00,1,8596,8532,64
2018-01-06 17:00:00,1,7914,7938,-24
2018-01-06 18:00:00,1,7455,7344,111
2018-01-06 19:00:00,1,6120,6156,-36
2018-01-06 20:00:00,1,9028,8910,118
2018-01-06 21:00:00,1,3063,3186,-123
2018-01-06 22:00:00,1,9095,8856,239
2018-01-06 23:00:00,1,10060,9936,124
2018-01-07 00:00:00,1,5024,5508,-484
2018-01-07 01:00:00,1,6966,6318,648
2018-01-07 02:00:00,1,8999,8964,35
2018-01-07 03:00:00,1,9440,9288,152
2018-01-07 04:00:00,1,8060,7884,176
2018-01-07 05:00:00,1,8403,8316,87
2018-01-07 06:00:00,1,7828,7830,-2
2018-01-07 06:00:00,2,2882,2268,614
2018-01-07 07:00:00,1,7900,7722,178
2018-01-07 07:00:00,2,9892,9828,64
2018-01-07 08:00:00,1,9108,9018,90
2018-01-07 08:00:00,2,10512,10476,36
2018-01-07 09:00:00,1,8727,8694,33
2018-01-07 09:00:00,2,10652,10584,68
2018-01-07 10:00:00,1,8742,8748,-6
2018-01-07 10:00:00,2,9320,9504,-184
2018-01-07 11:00:00,1,10184,10044,140
2018-01-07 11:00:00,2,10344,10044,300
2018-01-07 12:00:00,1,9712,9666,46
2018-01-07 12:00:00,2,9956,9936,20
2018-01-07 13:00:00,1,9588,9558,30
2018-01-07 13:00:00,2,10412,10260,152
2018-01-07 14:00:00,1,10312,10206,106
2018-01-07 14:00:00,2,10344,10314,30
2018-01-07 15:00:00,1,6880,6804,76
2018-01-07 15:00:00,2,10064,9990,74
2018-01-07 16:00:00,1,9551,9558,-7
2018-01-07 16:00:00,2,4190,4716,-526
2018-01-07 17:00:00,1,9368,9234,134
2018-01-07 17:00:00,2,7653,7020,633
2018-01-07 18:00:00,1,7688,7722,-34
2018-01-07 18:00:00,2,7728,7722,6
2018-01-07 19:00:00,1,5100,5022,78
2018-01-07 19:00:00,2,6948,6804,144
2018-01-07 20:00:00,1,5479,5400,79
2018-01-07 20:00:00,2,10080,10044,36
2018-01-07 21:00:00,1,7595,7614,-19
2018-01-07 21:00:00,2,9248,9234,14
2018-01-07 22:00:00,1,6925,6804,121
2018-01-07 22:00:00,2,10452,10368,84
2018-01-07 23:00:00,1,8088,8208,-120
2018-01-07 23:00:00,2,9584,9504,80
2018-01-08 00:00:00,1,5546,5868,-322
2018-01-08 00:00:00,2,10696,10638,58
2018-01-08 01:00:00,1,5506,4860,646
2018-01-08 01:00:00,2,10316,10260,56
2018-01-08 02:00:00,1,9363,9288,75
2018-01-08 02:00:00,2,9448,9342,106
2018-01-08 03:00:00,1,8624,8424,200
2018-01-08 03:00:00,2,10160,10152,8
2018-01-08 04:00:00,1,8634,8478,156
2018-01-08 04:00:00,2,10696,10638,58
2018-01-08 05:00:00,1,6382,6426,-44
2018-01-08 05:00:00,2,10412,10368,44
2018-01-08 06:00:00,1,6784,6588,196
2018-01-08 06:00:00,2,10848,10800,48
2018-01-08 07:00:00,1,8804,8640,164
2018-01-08 07:00:00,2,10224,10206,18
2018-01-08 08:00:00,1,9324,9180,144
2018-01-08 08:00:00,2,10700,10638,62
2018-01-08 09:00:00,1,8920,8910,10
2018-01-08 09:00:00,2,10688,10584,104
2018-01-08 10:00:00,1,9176,8964,212
2018-01-08 10:00:00,2,10804,10746,58
2018-01-08 11:00:00,1,9388,9288,100
2018-01-08 11:00:00,2,9819,9666,153
2018-01-08 12:00:00,1,6698,6642,56
2018-01-08 12:00:00,2,10836,10800,36
2018-01-08 13:00:00,1,10095,10044,51
2018-01-08 13:00:00,2,10472,10422,50
2018-01-08 14:00:00,1,8943,8802,141
2018-01-08 14:00:00,2,10915,10800,115
2018-01-08 15:00:00,1,9863,9720,143
2018-01-08 15:00:00,2,9918,9882,36
2018-01-08 16:00:00,1,7490,7974,-484
2018-01-08 16:00:00,2,2746,3294,-548
2018-01-08 17:00:00,1,94,0,94
2018-01-08 17:00:00,2,4674,4050,624
2018-01-08 18:00:00,1,5087,4698,389
2018-01-08 18:00:00,2,9900,9882,18
2018-01-08 19:00:00,1,9530,9450,80
2018-01-08 19:00:00,2,8668,8586,82
2018-01-08 20:00:00,1,9436,9288,148
2018-01-08 20:00:00,2,8995,8910,85
2018-01-08 21:00:00,1,10376,10260,116
2018-01-08 21:00:00,2,4752,4698,54
2018-01-08 22:00:00,1,10096,10044,52
2018-01-08 22:00:00,2,8948,8910,38
2018-01-08 23:00:00,1,8564,8586,-22
2018-01-08 23:00:00,2,10564,10530,34
2018-01-09 00:00:00,1,9801,9720,81
2018-01-09 00:00:00,2,10256,10152,104
2018-01-09 01:00:00,1,8720,8586,134
2018-01-09 01:00:00,2,10488,10476,12
2018-01-09 02:00:00,1,9963,9882,81
2018-01-09 02:00:00,2,9520,9396,124
2018-01-09 03:00:00,1,8088,7938,150
2018-01-09 03:00:00,2,6596,6588,8
2018-01-09 04:00:00,1,8072,8046,26
2018-01-09 04:00:00,2,8344,8262,82
2018-01-09 05:00:00,1,7340,7290,50
2018-01-09 05:00:00,2,9935,9882,53
2018-01-09 06:00:00,1,9199,9126,73
2018-01-09 06:00:00,2,6172,6102,70
2018-01-09 07:00:00,1,8916,8910,6
2018-01-09 07:00:00,2,9240,9234,6
2018-01-09 08:00:00,1,8936,8856,80
2018-01-09 08:00:00,2,9584,9558,26
2018-01-09 09:00:00,1,7980,7830,150
2018-01-09 09:00:00,2,8116,8208,-92
2018-01-09 10:00:00,1,4476,4482,-6
2018-01-09 10:00:00,2,8056,7830,226
2018-01-09 11:00:00,1,9792,9666,126
2018-01-09 11:00:00,2,10416,10422,-6
2018-01-09 12:00:00,1,5893,6372,-479
2018-01-09 12:00:00,2,10684,10530,154
2018-01-09 13:00:00,1,5113,4644,469
2018-01-09 13:00:00,2,9317,9288,29
2018-01-09 14:00:00,1,10143,9990,153
2018-01-09 14:00:00,2,8916,8856,60
2018-01-09 15:00:00,1,9276,9234,42
2018-01-09 15:00:00,2,10308,10206,102
2018-01-09 16:00:00,1,9684,9612,72
2018-01-09 16:00:00,2,8644,8694,-50
2018-01-09 17:00:00,1,8366,8316,50
2018-01-09 17:00:00,2,7628,7344,284
2018-01-09 18:00:00,1,9112,9018,94
2018-01-09 18:00:00,2,9159,9126,33
2018-01-09 19:00:00,1,8578,8586,-8
2018-01-09 19:00:00,2,8470,8982,-512
2018-01-09 20:00:00,1,8399,8316,83
2018-01-09 21:00:00,1,9132,9072,60
2018-01-09 21:00:00,2,8434,7884,550
2018-01-09 22:00:00,1,9376,9342,34
2018-01-09 22:00:00,2,9368,9234,134
2018-01-09 23:00:00,1,8824,8694,130
2018-01-09 23:00:00,2,9110,9072,38
2018-01-10 00:00:00,1,8868,8856,12
2018-01-10 00:00:00,2,8396,8370,26
2018-01-10 01:00:00,1,8956,8892,64
2018-01-10 01:00:00,2,8296,8262,34
2018-01-10 02:00:00,1,9924,9882,42
2018-01-10 02:00:00,2,9796,9666,130
2018-01-10 03:00:00,1,9448,9342,106
2018-01-10 03:00:00,2,9976,9936,40
2018-01-10 04:00:00,1,9196,9180,16
2018-01-10 04:00:00,2,8014,8046,-32
2018-01-10 05:00:00,1,6211,6102,109
2018-01-10 05:00:00,2,9716,9612,104
2018-01-10 06:00:00,1,8980,9018,-38
2018-01-10 06:00:00,2,9428,9342,86
2018-01-10 07:00:00,1,8812,8748,64
2018-01-10 07:00:00,2,9398,9288,110
2018-01-10 08:00:00,1,8340,8262,78
2018-01-10 08:00:00,2,6613,6588,25
2018-01-10 09:00:00,1,8584,8532,52
2018-01-10 09:00:00,2,8331,8262,69
2018-01-10 10:00:00,1,7650,7560,90
2018-01-10 10:00:00,2,10264,10206,58
2018-01-10 11:00:00,1,7092,7236,-144
2018-01-10 11:00:00,2,7116,7128,-12
2018-01-10 12:00:00,1,9003,8694,309
2018-01-10 12:00:00,2,9096,9018,78
2018-01-10 13:00:00,1,8700,8694,6
2018-01-10 13:00:00,2,10055,9936,119
2018-01-10 14:00:00,1,9520,9396,124
2018-01-10 14:00:00,2,9793,9720,73
2018-01-10 15:00:00,1,7669,7668,1
2018-01-10 15:00:00,2,4571,4752,-181
2018-01-10 16:00:00,1,6993,6912,81
2018-01-10 16:00:00,2,8852,8532,320
2018-01-10 17:00:00,1,4572,4644,-72
2018-01-10 17:00:00,2,8780,8694,86
2018-01-10 18:00:00,1,7919,7830,89
2018-01-10 18:00:00,2,9872,9936,-64
2018-01-10 19:00:00,1,7561,7506,55
2018-01-10 19:00:00,2,10500,10368,132
2018-01-10 20:00:00,1,4312,4374,-62
2018-01-10 20:00:00,2,9740,9666,74
2018-01-10 21:00:00,1,620,486,134
2018-01-10 21:00:00,2,9712,9666,46
2018-01-10 22:00:00,1,8936,8856,80
2018-01-10 22:00:00,2,9220,9180,40
2018-01-10 23:00:00,1,9676,9720,-44
2018-01-10 23:00:00,2,10460,10422,38
2018-01-11 00:00:00,1,4690,5148,-458
2018-01-11 00:00:00,2,9724,9666,58
2018-01-11 01:00:00,1,5394,4860,534
2018-01-11 01:00:00,2,7896,7830,66
2018-01-11 02:00:00,1,9056,9018,38
2018-01-11 02:00:00,2,9836,9828,8
2018-01-11 03:00:00,1,9363,9234,129
2018-01-11 03:00:00,2,10408,10260,148
2018-01-11 04:00:00,1,9256,9180,76
2018-01-11 04:00:00,2,9932,10044,-112
2018-01-11 05:00:00,1,4466,4428,38
2018-01-11 05:00:00,2,9130,9018,112
2018-01-11 06:00:00,1,7256,7236,20
2018-01-11 06:00:00,2,9920,9774,146
2018-01-11 07:00:00,1,4232,4212,20
2018-01-11 07:00:00,2,5671,6174,-503
2018-01-11 08:00:00,1,4984,4914,70
2018-01-11 08:00:00,2,386,0,386
2018-01-11 09:00:00,1,3378,3294,84
2018-01-11 09:00:00,2,8132,7830,302
2018-01-11 10:00:00,1,6012,5994,18
2018-01-11 10:00:00,2,10020,9882,138
2018-01-11 11:00:00,1,3996,3942,54
2018-01-11 11:00:00,2,9036,9126,-90
2018-01-11 12:00:00,1,4364,4320,44
2018-01-11 12:00:00,2,5585,5868,-283
2018-01-11 13:00:00,1,6609,6588,21
2018-01-11 13:00:00,2,1510,1026,484
2018-01-11 14:00:00,1,7660,7560,100
2018-01-11 14:00:00,2,9852,9774,78
2018-01-11 15:00:00,1,9516,9504,12
2018-01-11 15:00:00,2,10428,10260,168
2018-01-11 16:00:00,1,5040,5022,18
2018-01-11 16:00:00,2,9376,9396,-20
2018-01-11 17:00:00,1,5424,5346,78
2018-01-11 17:00:00,2,8120,8100,20
2018-01-11 18:00:00,1,5935,5886,49
2018-01-11 18:00:00,2,9900,9720,180
2018-01-11 19:00:00,1,5551,5562,-11
2018-01-11 19:00:00,2,9398,9396,2
2018-01-11 20:00:00,1,164,108,56
2018-01-11 20:00:00,2,7784,7830,-46
2018-01-11 21:00:00,1,9044,8964,80
2018-01-11 21:00:00,2,8830,8586,244
2018-01-11 22:00:00,1,9266,9234,32
2018-01-11 22:00:00,2,9060,8964,96
2018-01-11 23:00:00,1,7352,7398,-46
2018-01-11 23:00:00,2,8784,8856,-72
2018-01-12 00:00:00,1,8236,8046,190
2018-01-12 00:00:00,2,3772,3726,46
2018-01-12 01:00:00,1,6624,6534,90
2018-01-12 01:00:00,2,5980,5778,202
2018-01-12 02:00:00,1,7339,7236,103
2018-01-12 02:00:00,2,9980,9936,44
2018-01-12 03:00:00,1,8431,8424,7
2018-01-12 03:00:00,2,9968,10098,-130
2018-01-12 04:00:00,1,5096,5076,20
2018-01-12 04:00:00,2,9480,9234,246
2018-01-12 05:00:00,1,7732,7614,118
2018-01-12 05:00:00,2,10296,10260,36
2018-01-12 06:00:00,1,7887,7830,57
2018-01-12 06:00:00,2,10340,10314,26
2018-01-12 07:00:00,1,5692,5670,22
2018-01-12 07:00:00,2,10172,10152,20
2018-01-12 08:00:00,1,8980,8910,70
2018-01-12 08:00:00,2,10116,9990,126
2018-01-12 09:00:00,1,9482,9396,86
2018-01-12 09:00:00,2,9076,8964,112
2018-01-12 10:00:00,1,4556,4536,20
2018-01-12 10:00:00,2,1476,1512,-36
2018-01-12 11:00:00,1,2968,2916,52
2018-01-12 11:00:00,2,4692,4698,-6
2018-01-12 12:00:00,2,1987,2160,-173
2018-01-12 14:00:00,1,0,108,-108
2018-01-12 17:00:00,2,5664,5400,264
2018-01-12 18:00:00,2,10188,10098,90
2018-01-12 19:00:00,1,7096,6912,184
2018-01-12 19:00:00,2,9932,9828,104
2018-01-12 20:00:00,1,8186,8154,32
2018-01-12 20:00:00,2,6556,6570,-14
2018-01-12 21:00:00,1,8232,8100,132
2018-01-12 21:00:00,2,9076,9558,-482
2018-01-12 22:00:00,1,8319,8208,111
2018-01-12 23:00:00,1,8971,9018,-47
2018-01-13 00:00:00,1,8992,8856,136
2018-01-13 01:00:00,1,9460,9396,64
2018-01-13 02:00:00,1,4716,5184,-468
2018-01-13 03:00:00,1,6948,6372,576
2018-01-13 04:00:00,1,9418,9342,76
2018-01-13 05:00:00,1,8363,8262,101
2018-01-13 06:00:00,1,7852,7938,-86
2018-01-13 07:00:00,1,6852,6588,264
2018-01-13 08:00:00,1,7004,6966,38
2018-01-13 09:00:00,1,9492,9396,96
2018-01-13 10:00:00,1,9928,9882,46
2018-01-13 11:00:00,1,8675,8586,89
2018-01-13 12:00:00,1,9670,9558,112
2018-01-13 13:00:00,1,9196,9126,70
2018-01-13 14:00:00,1,9199,9072,127
2018-01-13 15:00:00,1,9808,9828,-20
2018-01-13 16:00:00,1,10256,10098,158
2018-01-13 17:00:00,1,10160,10098,62
2018-01-13 18:00:00,1,9832,9828,4
2018-01-13 19:00:00,1,10080,9936,144
2018-01-13 20:00:00,1,9980,9990,-10
2018-01-13 21:00:00,1,10025,9882,143
2018-01-13 22:00:00,1,9955,9990,-35
2018-01-13 23:00:00,1,9876,9720,156
2018-01-14 00:00:00,1,9654,9612,42
2018-01-14 01:00:00,1,9976,9882,94
2018-01-14 02:00:00,1,8664,8532,132
2018-01-14 03:00:00,1,9624,9612,12
2018-01-14 04:00:00,1,9396,9342,54
2018-01-14 05:00:00,1,9744,9720,24
2018-01-14 06:00:00,1,10404,10260,144
2018-01-14 07:00:00,1,9883,9828,55
2018-01-14 07:00:00,2,670,108,562
2018-01-14 08:00:00,1,9369,9342,27
2018-01-14 08:00:00,2,9147,9018,129
2018-01-14 09:00:00,1,8251,8208,43
2018-01-14 09:00:00,2,6824,6858,-34
2018-01-14 10:00:00,1,8191,8100,91
2018-01-14 10:00:00,2,10019,9936,83
2018-01-14 11:00:00,1,4508,4950,-442
2018-01-14 11:00:00,2,10319,10314,5
2018-01-14 12:00:00,1,2218,1620,598
2018-01-14 12:00:00,2,9756,9558,198
2018-01-14 13:00:00,1,9456,9342,114
2018-01-14 13:00:00,2,9614,9558,56
2018-01-14 14:00:00,1,9551,9396,155
2018-01-14 14:00:00,2,10644,10584,60
2018-01-14 15:00:00,1,10496,10368,128
2018-01-14 15:00:00,2,9047,8964,83
2018-01-14 16:00:00,1,9776,9666,110
2018-01-14 16:00:00,2,9206,9234,-28
2018-01-14 17:00:00,1,9542,9558,-16
2018-01-14 17:00:00,2,9023,8856,167
2018-01-14 18:00:00,1,10203,10044,159
2018-01-14 18:00:00,2,8675,8586,89
2018-01-14 19:00:00,1,10394,10368,26
2018-01-14 19:00:00,2,9244,9180,64
2018-01-14 20:00:00,1,9546,9504,42
2018-01-14 20:00:00,2,7708,7776,-68
2018-01-14 21:00:00,1,9223,8946,277
2018-01-14 21:00:00,2,8162,7938,224
2018-01-14 22:00:00,1,9325,9558,-233
2018-01-14 22:00:00,2,8909,8910,-1
2018-01-14 23:00:00,1,2330,1926,404
2018-01-14 23:00:00,2,9780,9558,222
2018-01-15 00:00:00,1,9244,9180,64
2018-01-15 00:00:00,2,5554,5562,-8
2018-01-15 01:00:00,1,9628,9774,-146
2018-01-15 01:00:00,2,1711,1512,199
2018-01-15 02:00:00,1,5719,5562,157
2018-01-15 02:00:00,2,8952,8856,96
2018-01-15 03:00:00,1,9380,9234,146
2018-01-15 03:00:00,2,9971,9936,35
2018-01-15 04:00:00,1,9087,9018,69
2018-01-15 04:00:00,2,9332,9234,98
2018-01-15 05:00:00,1,9123,9126,-3
2018-01-15 05:00:00,2,9052,9018,34
2018-01-15 06:00:00,1,9440,9396,44
2018-01-15 06:00:00,2,10172,10098,74
2018-01-15 07:00:00,1,9595,9450,145
2018-01-15 07:00:00,2,10108,10044,64
2018-01-15 08:00:00,1,9953,9882,71
2018-01-15 08:00:00,2,2154,2718,-564
2018-01-15 09:00:00,1,9227,9234,-7
2018-01-15 09:00:00,2,5874,5238,636
2018-01-15 10:00:00,1,10164,10044,120
2018-01-15 10:00:00,2,10220,10260,-40
2018-01-15 11:00:00,1,10351,10260,91
2018-01-15 11:00:00,2,9560,9450,110
2018-01-15 12:00:00,1,9408,9450,-42
2018-01-15 12:00:00,2,10016,10044,-28
2018-01-15 13:00:00,1,10648,10530,118
2018-01-15 13:00:00,2,9932,9828,104
2018-01-15 14:00:00,1,10347,10314,33
2018-01-15 14:00:00,2,9601,9612,-11
2018-01-15 15:00:00,1,10884,10800,84
2018-01-15 15:00:00,2,9476,9342,134
2018-01-15 16:00:00,1,9900,9882,18
2018-01-15 16:00:00,2,9580,9612,-32
2018-01-15 17:00:00,1,10164,10098,66
2018-01-15 17:00:00,2,8656,8478,178
2018-01-15 18:00:00,1,9392,9342,50
2018-01-15 18:00:00,2,9171,9126,45
2018-01-15 19:00:00,1,9192,9180,12
2018-01-15 19:00:00,2,8648,8694,-46
2018-01-15 20:00:00,1,3583,3564,19
2018-01-15 20:00:00,2,3364,3294,70
2018-01-15 21:00:00,1,4523,4482,41
2018-01-15 21:00:00,2,4376,4482,-106
2018-01-15 22:00:00,1,6076,6048,28
2018-01-15 22:00:00,2,4708,4536,172
2018-01-15 23:00:00,1,7572,7506,66
2018-01-15 23:00:00,2,4704,4644,60
2018-01-16 00:00:00,1,9083,9072,11
2018-01-16 00:00:00,2,8328,8262,66
2018-01-16 01:00:00,1,9027,9072,-45
2018-01-16 01:00:00,2,10444,10368,76
2018-01-16 02:00:00,1,8856,8748,108
2018-01-16 02:00:00,2,10056,9990,66
2018-01-16 03:00:00,1,8484,8424,60
2018-01-16 03:00:00,2,10168,10098,70
2018-01-16 04:00:00,1,9487,9558,-71
2018-01-16 04:00:00,2,9860,9828,32
2018-01-16 05:00:00,1,8015,7830,185
2018-01-16 05:00:00,2,9301,9180,121
2018-01-16 06:00:00,1,8657,8640,17
2018-01-16 06:00:00,2,9587,9558,29
2018-01-16 07:00:00,1,8723,8694,29
2018-01-16 07:00:00,2,8512,8532,-20
2018-01-16 08:00:00,1,9635,9558,77
2018-01-16 08:00:00,2,8158,7992,166
2018-01-16 09:00:00,1,2480,2430,50
