	Line	ProductDescription	DateTime_Out	Feed	OutputGood	Scrap	Error_Count	Sum_Duration	Sum_Staff
412	1	7	2018-01-21 23:00:00	9735	9720	15	26	510	5
413	1	7	2018-01-22 00:00:00	9687	9666	21	46	552	5
414	1	7	2018-01-22 01:00:00	10080	9936	144	22	656	5
415	1	7	2018-01-22 02:00:00	9850	9774	76	28	196	5
416	1	7	2018-01-22 03:00:00	10860	10854	6	24	98	5
417	1	7	2018-01-22 04:00:00	10387	10314	73	20	100	5
418	1	7	2018-01-22 05:00:00	9472	9450	22	33	456	5
419	1	7	2018-01-22 06:00:00	7541	7506	35	38	298	10
420	1	7	2018-01-22 07:00:00	8884	8802	82	48	392	5
421	1	7	2018-01-22 08:00:00	10339	10260	79	48	1266	5
422	1	7	2018-01-22 09:00:00	6091	6048	43	32	360	5
423	1	7	2018-01-22 10:00:00	8579	8640	-61	39	578	5
424	1	7	2018-01-22 11:00:00	9106	8964	142	42	408	5
425	1	7	2018-01-22 12:00:00	3313	3294	19	41	458	5
426	1	7	2018-01-22 13:00:00	8931	8856	75	36	530	5
427	1	7	2018-01-22 14:00:00	9140	9072	68	38	494	10
428	1	7	2018-01-22 15:00:00	9892	9774	118	65	764	18
429	1	7	2018-01-22 16:00:00	6486	7038	-552	31	562	8
430	1	7	2018-01-22 18:00:00	9440	9072	368	61	764	3
431	1	7	2018-01-22 19:00:00	10560	10368	192	40	416	3
432	1	7	2018-01-22 20:00:00	10412	10368	44	25	160	3
433	1	7	2018-01-22 21:00:00	9668	9666	2	22	9008	3
434	1	7	2018-01-22 22:00:00	6852	6804	48	43	480	16
435	1	7	2018-01-22 23:00:00	10580	10530	50	55	1346	16
436	1	7	2018-01-23 00:00:00	1900	1890	10	50	158	8
437	1	7	2018-01-23 01:00:00	5024	4860	164	6	3376	8
438	1	7	2018-01-23 02:00:00	8816	8910	-94	52	1634	8
439	1	7	2018-01-23 03:00:00	9524	9504	20	88	680	8
440	1	7	2018-01-23 04:00:00	10164	9990	174	89	460	8
441	1	7	2018-01-23 05:00:00	9176	9180	-4	67	410	8
442	1	7	2018-01-23 06:00:00	9180	9180	0	64	466	16
443	1	7	2018-01-23 07:00:00	1100	1296	-196	163	586	8
444	1	7	2018-01-23 10:00:00	108	0	108	1	17102	8
445	1	7	2018-01-23 12:00:00	16	0	16	39	3124	8
446	1	7	2018-01-23 13:00:00	584	702	-118	46	640	8
447	1	7	2018-01-23 14:00:00	8	0	8	42	488	16
448	1	7	2018-01-23 15:00:00	32	0	32	34	410	16
449	1	7	2018-01-23 16:00:00	12	0	12	29	948	8
450	1	7	2018-01-23 17:00:00	36	0	36	14	3914	8
451	1	7	2018-01-23 18:00:00	248	216	32	27	1506	8
452	1	7	2018-01-23 19:00:00	260	216	44	131	1292	8
453	1	7	2018-01-23 20:00:00	6232	5994	238	122	840	8
454	1	7	2018-01-23 21:00:00	8360	8424	-64	123	954	8
455	1	7	2018-01-23 22:00:00	8090	8100	-10	58	830	21
456	1	7	2018-01-23 23:00:00	8695	8586	109	63	862	5
457	1	7	2018-01-24 00:00:00	8051	7884	167	67	516	5
458	1	7	2018-01-24 01:00:00	9432	9396	36	58	146	5
459	1	7	2018-01-24 02:00:00	10516	10476	40	87	596	5
460	1	7	2018-01-24 03:00:00	9152	9072	80	54	348	5
461	1	7	2018-01-24 04:00:00	10046	9990	56	39	422	5
462	1	7	2018-01-24 05:00:00	9668	9612	56	50	356	5
463	1	7	2018-01-24 06:00:00	9928	9828	100	102	2416	13
464	1	7	2018-01-24 07:00:00	9004	8964	40	30	764	8
465	1	7	2018-01-24 08:00:00	3243	3132	111	42	434	8
466	1	7	2018-01-24 09:00:00	9744	9666	78	108	708	8
467	1	7	2018-01-24 10:00:00	8756	8802	-46	83	686	8
468	1	7	2018-01-24 11:00:00	8948	8748	200	22	462	8
469	1	7	2018-01-24 12:00:00	6956	6912	44	32	3874	8
470	1	7	2018-01-24 13:00:00	7669	8136	-467	51	306	8
471	1	8	2018-01-24 14:00:00	2471	1944	527	21	300	16
472	1	8	2018-01-24 15:00:00	9341	9072	269	32	308	8
473	1	8	2018-01-24 16:00:00	8356	8370	-14	54	660	4
474	1	8	2018-01-24 17:00:00	10216	9990	226	29	230	4
475	1	8	2018-01-24 18:00:00	8281	8640	-359	30	3074	4
476	1	8	2018-01-24 19:00:00	0	18	-18	18	6034	4
477	1	1	2018-01-24 20:00:00	6142	5906	236	2	1334	4
478	1	1	2018-01-24 21:00:00	9808	10302	-494	2	5962	4
479	1	1	2018-01-24 22:00:00	9672	10082	-410	50	470	8
480	1	1	2018-01-24 23:00:00	9744	10176	-432	46	442	8
481	1	1	2018-01-25 00:00:00	9754	10302	-548	56	338	4
482	1	1	2018-01-25 01:00:00	9568	10046	-478	40	1690	4
483	1	1	2018-01-25 02:00:00	10076	10576	-500	40	446	4
484	1	1	2018-01-25 03:00:00	6867	7446	-579	45	468	4
485	1	1	2018-01-25 04:00:00	8736	8963	-227	82	540	4
486	1	1	2018-01-25 05:00:00	9648	9921	-273	72	1240	4
487	1	1	2018-01-25 06:00:00	9360	10022	-662	46	530	8
488	1	1	2018-01-25 07:00:00	7199	7762	-563	54	708	4
489	1	1	2018-01-25 08:00:00	9317	9920	-603	94	402	4
490	1	1	2018-01-25 09:00:00	8794	9614	-820	79	450	4
491	1	1	2018-01-25 10:00:00	9814	10516	-702	111	1000	4
492	1	1	2018-01-25 11:00:00	9824	10382	-558	44	1060	4
493	1	1	2018-01-25 12:00:00	7892	8700	-808	78	1010	4
494	1	1	2018-01-25 13:00:00	8032	8646	-614	83	308	4
495	1	1	2018-01-25 14:00:00	7512	8274	-762	102	906	10
496	1	1	2018-01-25 15:00:00	10124	10788	-664	91	682	6
497	1	1	2018-01-25 16:00:00	8939	9880	-941	40	410	3
498	1	1	2018-01-25 17:00:00	8098	8856	-758	47	546	3
499	1	1	2018-01-25 18:00:00	9920	10518	-598	48	372	3
500	1	1	2018-01-25 19:00:00	9292	9998	-706	49	506	3
501	1	1	2018-01-25 20:00:00	9888	10394	-506	58	598	3
502	1	1	2018-01-25 21:00:00	9786	10344	-558	31	336	3
503	1	1	2018-01-25 22:00:00	9051	9660	-609	37	906	6
504	1	1	2018-01-25 23:00:00	10066	10546	-480	41	640	6
505	1	1	2018-01-26 00:00:00	8236	8718	-482	53	980	3
506	1	1	2018-01-26 01:00:00	9388	10022	-634	29	14748	3
507	1	1	2018-01-26 02:00:00	7907	8538	-631	21	668	3
508	1	1	2018-01-26 03:00:00	1708	1938	-230	48	884	3
509	1	1	2018-01-26 07:00:00	6416	6591	-175	100	954	3
510	1	1	2018-01-26 08:00:00	8416	8562	-146	53	716	3
511	1	1	2018-01-26 09:00:00	8132	8162	-30	56	1118	3
512	1	1	2018-01-26 10:00:00	9032	9110	-78	50	532	3
513	1	1	2018-01-26 11:00:00	7368	7539	-171	55	722	3
514	1	1	2018-01-26 12:00:00	9391	9432	-41	103	448	3
515	1	1	2018-01-26 13:00:00	8808	8914	-106	79	570	3
516	1	1	2018-01-26 14:00:00	9604	9740	-136	28	222	6
517	1	1	2018-01-26 15:00:00	9275	9395	-120	93	580	6
518	1	1	2018-01-26 16:00:00	10444	10479	-35	77	600	3
519	1	1	2018-01-26 17:00:00	9332	9464	-132	18	534	3
520	1	1	2018-01-26 18:00:00	9172	9199	-27	45	648	3
521	1	1	2018-01-26 19:00:00	9547	9600	-53	49	460	3
522	1	1	2018-01-26 20:00:00	8960	9095	-135	47	416	3
523	1	1	2018-01-26 21:00:00	9628	9665	-37	54	844	3
524	1	1	2018-01-26 22:00:00	9836	9980	-144	104	1734	6
525	1	1	2018-01-26 23:00:00	9344	9412	-68	64	1620	6
526	1	1	2018-01-27 00:00:00	8196	8335	-139	109	1322	3
527	1	1	2018-01-27 01:00:00	7788	7895	-107	80	776	3
528	1	1	2018-01-27 02:00:00	5609	5796	-187	53	626	3
529	1	1	2018-01-27 03:00:00	5980	6091	-111	31	412	3
530	1	1	2018-01-27 04:00:00	7291	7450	-159	27	330	3
531	1	1	2018-01-27 05:00:00	8075	8315	-240	51	540	3
532	1	1	2018-01-27 06:00:00	9196	9165	31	75	696	6
533	1	1	2018-01-27 07:00:00	9896	9960	-64	46	334	7
534	1	1	2018-01-27 08:00:00	9424	9494	-70	112	4180	4
535	1	1	2018-01-27 09:00:00	9984	10125	-141	7	384	4
536	1	1	2018-01-27 10:00:00	7572	7632	-60	59	1252	4
537	1	1	2018-01-27 11:00:00	468	584	-116	41	716	4
538	1	1	2018-01-27 12:00:00	7415	7652	-237	34	29322	4
539	1	1	2018-01-27 13:00:00	8632	8589	43	3	78	4
540	1	1	2018-01-27 14:00:00	6876	6707	169	66	976	8
541	1	1	2018-01-27 22:00:00	1824	1572	252	17	2776	8
542	1	1	2018-01-27 23:00:00	8908	8875	33	51	838	8
543	1	1	2018-01-28 00:00:00	8204	8233	-29	47	834	4
544	1	1	2018-01-28 01:00:00	9108	9138	-30	60	384	4
545	1	1	2018-01-28 02:00:00	2628	2979	-351	66	912	4
546	1	1	2018-01-28 03:00:00	7971	7668	303	1	2326	4
547	1	1	2018-01-28 04:00:00	8884	8802	82	46	372	4
548	1	1	2018-01-28 05:00:00	9563	9504	59	28	1558	4
549	1	1	2018-01-28 06:00:00	8349	8190	159	38	326	8
550	1	1	2018-01-28 07:00:00	9872	9882	-10	44	1360	4
551	1	1	2018-01-28 08:00:00	10092	10044	48	34	892	4
552	1	1	2018-01-28 09:00:00	10036	9990	46	40	940	4
553	1	1	2018-01-28 10:00:00	9896	10044	-148	73	678	4
554	1	1	2018-01-28 11:00:00	10388	10098	290	55	792	4
555	1	1	2018-01-28 12:00:00	10072	9990	82	43	410	4
556	1	1	2018-01-28 13:00:00	8936	9126	-190	54	750	4
557	1	1	2018-01-28 14:00:00	8928	8640	288	48	1464	8
558	1	1	2018-01-28 15:00:00	7226	7398	-172	53	440	8
559	1	1	2018-01-28 16:00:00	1807	1620	187	57	238	4
560	1	1	2018-01-28 17:00:00	9560	9504	56	47	252	4
561	1	1	2018-01-28 18:00:00	9180	9180	0	45	262	4
562	1	1	2018-01-28 19:00:00	9068	8910	158	47	362	4
563	1	1	2018-01-28 20:00:00	9460	9396	64	56	288	4
564	1	1	2018-01-28 21:00:00	9771	9774	-3	48	346	4
565	1	1	2018-01-28 22:00:00	9668	9612	56	36	838	8
566	1	1	2018-01-28 23:00:00	10099	10044	55	98	898	8
567	1	1	2018-01-29 00:00:00	8656	8586	70	67	1066	4
568	1	1	2018-01-29 01:00:00	7586	7506	80	97	562	4
569	1	1	2018-01-29 02:00:00	8720	8694	26	93	902	4
570	1	1	2018-01-29 03:00:00	9166	9126	40	48	744	4
571	1	1	2018-01-29 04:00:00	9696	9666	30	48	1028	4
572	1	1	2018-01-29 05:00:00	9344	9234	110	67	514	4
573	1	1	2018-01-29 06:00:00	7412	7398	14	68	820	8
574	1	1	2018-01-29 07:00:00	2699	2538	161	50	242	4
575	1	1	2018-01-29 08:00:00	8508	8478	30	43	572	4
576	1	1	2018-01-29 09:00:00	5656	5670	-14	51	788	4
577	1	1	2018-01-29 10:00:00	8720	8586	134	80	634	4
578	1	1	2018-01-29 11:00:00	5076	5022	54	56	1234	4
579	1	1	2018-01-29 12:00:00	4576	4590	-14	86	970	4
580	1	1	2018-01-29 13:00:00	5648	5400	248	76	906	4
581	1	1	2018-01-29 14:00:00	9312	9288	24	2	3680	8
582	1	1	2018-01-29 15:00:00	610	684	-74	31	684	8
583	1	1	2018-01-29 16:00:00	8667	8478	189	34	278	4
584	1	1	2018-01-29 17:00:00	7105	7074	31	44	552	4
585	1	1	2018-01-29 18:00:00	9739	9612	127	51	248	4
586	1	1	2018-01-29 19:00:00	7480	7398	82	42	310	4
587	1	1	2018-01-29 20:00:00	6631	6480	151	56	438	4
588	1	1	2018-01-29 21:00:00	9098	9018	80	51	378	4
589	1	1	2018-01-29 22:00:00	8385	8316	69	15	3596	8
590	1	1	2018-01-29 23:00:00	9838	9774	64	78	696	8
591	1	1	2018-01-30 00:00:00	7706	7668	38	29	8420	4
592	1	1	2018-01-30 01:00:00	9939	9720	219	115	1066	4
593	1	1	2018-01-30 02:00:00	9795	9774	21	140	888	4
594	1	1	2018-01-30 03:00:00	7491	7398	93	83	578	4
595	1	1	2018-01-30 04:00:00	8184	8046	138	75	1770	4
596	1	1	2018-01-30 05:00:00	9183	9126	57	121	1156	4
597	1	1	2018-01-30 06:00:00	5502	5238	264	60	490	8
598	1	1	2018-01-30 15:00:00	6807	6696	111	31	328	8
599	1	1	2018-01-30 16:00:00	8392	8316	76	34	442	4
600	1	1	2018-01-30 17:00:00	3859	3726	133	60	508	4
601	1	1	2018-01-30 18:00:00	8691	8478	213	28	1622	4
602	1	1	2018-01-30 19:00:00	9535	9504	31	24	2028	4
603	1	1	2018-01-30 20:00:00	8680	8424	256	34	474	4
604	1	1	2018-01-30 21:00:00	8252	8154	98	42	440	4
605	1	1	2018-01-30 22:00:00	8783	8694	89	48	1408	8
606	1	1	2018-01-30 23:00:00	6763	6588	175	40	520	8
607	1	1	2018-01-31 00:00:00	5951	5886	65	62	1212	4
608	1	1	2018-01-31 01:00:00	9260	9072	188	64	1006	4
609	1	1	2018-01-31 02:00:00	8848	8730	118	29	3360	4
610	1	1	2018-01-31 03:00:00	8871	8748	123	17	5396	4
611	1	1	2018-01-31 04:00:00	9084	8964	120	23	2156	4
612	1	1	2018-01-31 05:00:00	8604	8370	234	19	3130	6
613	1	1	2018-01-31 06:00:00	7114	7020	94	14	5776	4
614	1	1	2018-01-31 07:00:00	9119	9180	-61	16	840	2
615	1	1	2018-01-31 08:00:00	3004	2700	304	62	970	6
616	1	1	2018-01-31 09:00:00	9147	9072	75	7	2982	6
617	1	1	2018-01-31 10:00:00	1684	1620	64	88	1362	6
618	1	1	2018-01-31 11:00:00	7476	7398	78	48	648	6
619	1	1	2018-01-31 12:00:00	5505	5922	-417	63	1050	6
620	1	1	2018-01-31 13:00:00	4969	4482	487	39	714	6
621	1	1	2018-01-31 14:00:00	6980	6642	338	25	570	12
622	1	1	2018-01-31 15:00:00	5216	5238	-22	42	674	12
623	1	1	2018-01-31 16:00:00	8735	8640	95	54	538	6
624	1	1	2018-01-31 17:00:00	9023	8838	185	53	412	6
625	1	1	2018-01-31 18:00:00	8108	7992	116	60	676	6
626	1	1	2018-01-31 19:00:00	8444	8460	-16	54	610	6
627	1	1	2018-01-31 20:00:00	9247	9036	211	44	532	6
628	1	1	2018-01-31 21:00:00	8847	8748	99	57	500	6
629	1	1	2018-01-31 22:00:00	5594	5346	248	64	802	12
630	1	1	2018-01-31 23:00:00	7272	7182	90	43	734	15
631	1	1	2018-02-01 00:00:00	6552	6426	126	13	2994	3
632	1	1	2018-02-01 01:00:00	8132	8046	86	42	714	3
633	1	1	2018-02-01 02:00:00	5032	4860	172	45	932	3
634	1	1	2018-02-01 03:00:00	8008	7938	70	68	866	3
635	1	1	2018-02-01 04:00:00	9815	9720	95	48	774	3
636	1	1	2018-02-01 05:00:00	9688	9504	184	50	600	3
637	1	1	2018-02-01 06:00:00	6671	6588	83	51	536	6
638	1	1	2018-02-01 07:00:00	1108	1080	28	84	814	3
639	1	1	2018-02-01 08:00:00	4164	3996	168	27	586	3
640	1	1	2018-02-01 09:00:00	9584	9504	80	44	4806	3
641	1	1	2018-02-01 10:00:00	5968	5778	190	51	570	3
642	1	1	2018-02-01 11:00:00	9308	9126	182	81	1762	3
643	1	1	2018-02-01 12:00:00	9308	9072	236	62	806	3
644	1	1	2018-02-01 13:00:00	5545	5346	199	47	724	3
645	1	1	2018-02-01 14:00:00	8569	8424	145	103	1708	6
646	1	1	2018-02-01 15:00:00	8812	8802	10	49	1260	6
647	1	1	2018-02-01 16:00:00	5962	5832	130	39	928	3
648	1	1	2018-02-01 17:00:00	7376	7020	356	54	3420	3
649	1	1	2018-02-01 18:00:00	7716	7560	156	19	406	3
650	1	1	2018-02-01 19:00:00	7125	7074	51	37	404	3
651	1	1	2018-02-01 20:00:00	3388	3240	148	36	1780	3
652	1	1	2018-02-01 21:00:00	9554	9396	158	45	1096	3
653	1	1	2018-02-01 22:00:00	7748	7776	-28	39	956	6
654	1	1	2018-02-01 23:00:00	5420	5238	182	44	1118	6
655	1	1	2018-02-02 00:00:00	9834	9720	114	43	1326	3
656	1	1	2018-02-02 01:00:00	8392	8262	130	45	1864	3
657	1	1	2018-02-02 02:00:00	8912	8694	218	1	6142	3
658	1	1	2018-02-02 03:00:00	8240	8208	32	23	246	3
659	1	1	2018-02-02 04:00:00	6226	6048	178	1	3042	3
660	1	1	2018-02-02 05:00:00	6944	7326	-382	36	4126	3
661	1	2	2018-02-02 08:00:00	1711	1242	469	37	400	3
662	1	2	2018-02-02 09:00:00	6076	6102	-26	51	3052	3
663	1	2	2018-02-02 13:00:00	576	432	144	34	602	3
664	1	2	2018-02-02 14:00:00	8036	7884	152	56	1058	6
665	1	2	2018-02-02 15:00:00	8024	8046	-22	21	4380	6
666	1	2	2018-02-02 16:00:00	7700	7560	140	2	122	3
667	1	2	2018-02-02 17:00:00	664	864	-200	24	228	3
668	1	2	2018-02-02 18:00:00	10252	9936	316	59	534	3
669	1	2	2018-02-02 19:00:00	9572	9504	68	27	180	3
670	1	2	2018-02-02 20:00:00	10428	10368	60	56	452	3
671	1	2	2018-02-02 21:00:00	9632	9558	74	47	454	3
672	1	2	2018-02-02 22:00:00	9731	9774	-43	45	310	6
673	1	2	2018-02-02 23:00:00	10216	9990	226	38	522	6
674	1	2	2018-02-03 00:00:00	9547	9612	-65	54	284	3
675	1	2	2018-02-03 01:00:00	10224	10044	180	111	882	3
676	1	2	2018-02-03 02:00:00	8207	8208	-1	92	576	3
677	1	2	2018-02-03 03:00:00	9243	9126	117	146	1112	3
678	1	2	2018-02-03 04:00:00	7504	7506	-2	31	1538	3
679	1	2	2018-02-03 05:00:00	6536	6480	56	36	690	3
680	1	2	2018-02-03 06:00:00	8708	8640	68	47	490	6
681	1	2	2018-02-03 07:00:00	9720	9666	54	53	826	3
682	1	2	2018-02-03 08:00:00	8324	8208	116	39	360	3
683	1	2	2018-02-03 09:00:00	10008	9990	18	53	1260	3
684	1	2	2018-02-03 10:00:00	7100	7074	26	57	452	3
685	1	2	2018-02-03 11:00:00	9724	9612	112	54	454	3
686	1	2	2018-02-03 12:00:00	9844	9774	70	111	720	3
687	1	2	2018-02-03 13:00:00	8772	8694	78	57	352	3
688	1	2	2018-02-03 14:00:00	10011	9936	75	52	580	6
689	1	2	2018-02-03 15:00:00	9159	9180	-21	55	392	6
690	1	2	2018-02-03 16:00:00	9896	9774	122	39	396	3
691	1	2	2018-02-03 17:00:00	10056	9990	66	42	560	3
692	1	2	2018-02-03 18:00:00	9168	9126	42	32	280	3
693	1	2	2018-02-03 19:00:00	10628	10530	98	46	630	3
694	1	2	2018-02-03 20:00:00	8756	8694	62	43	910	3
695	1	2	2018-02-03 21:00:00	8252	8262	-10	39	3826	3
696	1	2	2018-02-03 22:00:00	4768	5256	-488	16	302	6
697	1	2	2018-02-03 23:00:00	7516	3888	3628	38	120	6
698	1	2	2018-02-04 00:00:00	10784	10638	146	33	524	3
699	1	2	2018-02-04 01:00:00	9564	9558	6	22	566	3
700	1	2	2018-02-04 02:00:00	9300	9072	228	44	460	3
701	1	2	2018-02-04 03:00:00	9676	9558	118	19	76	3
702	1	2	2018-02-04 04:00:00	10872	10854	18	17	1670	3
703	1	2	2018-02-04 05:00:00	6068	5922	146	27	330	3
704	1	2	2018-02-04 06:00:00	10064	9990	74	25	502	6
705	1	2	2018-02-04 07:00:00	9576	9504	72	35	458	3
706	1	2	2018-02-04 08:00:00	9708	9666	42	55	2814	3
707	1	2	2018-02-04 09:00:00	8268	8208	60	9	412	3
708	1	2	2018-02-04 10:00:00	4044	3996	48	53	346	7
709	1	2	2018-02-04 11:00:00	10012	9936	76	21	156	7
710	1	2	2018-02-04 12:00:00	10680	10638	42	50	442	11
711	1	2	2018-02-04 13:00:00	9752	9666	86	49	608	4
712	1	2	2018-02-04 14:00:00	9304	9180	124	35	452	23
713	1	2	2018-02-04 15:00:00	9818	9720	98	33	414	3
714	1	2	2018-02-04 16:00:00	9942	9882	60	19	418	3
715	1	2	2018-02-04 17:00:00	9712	9720	-8	27	148	3
716	1	2	2018-02-04 18:00:00	10696	10692	4	44	320	3
717	1	2	2018-02-04 19:00:00	10123	9990	133	18	332	3
718	1	2	2018-02-04 20:00:00	10095	9936	159	24	468	3
719	1	2	2018-02-04 21:00:00	9712	9612	100	50	398	3
720	1	2	2018-02-04 22:00:00	10052	9990	62	111	760	6
721	1	2	2018-02-04 23:00:00	8563	8478	85	34	546	6
722	1	2	2018-02-05 00:00:00	9312	9126	186	22	424	3
723	1	2	2018-02-05 01:00:00	9852	9882	-30	22	252	3
724	1	2	2018-02-05 02:00:00	10328	10206	122	23	522	3
725	1	2	2018-02-05 03:00:00	9508	9396	112	62	302	3
726	1	2	2018-02-05 04:00:00	10138	10044	94	34	394	3
727	1	2	2018-02-05 05:00:00	9756	9774	-18	46	830	3
728	1	2	2018-02-05 06:00:00	9124	8910	214	13	2274	6
729	1	2	2018-02-05 07:00:00	3600	3564	36	31	3796	3
730	1	2	2018-02-05 08:00:00	1302	1836	-534	30	3220	3
731	1	2	2018-02-05 09:00:00	3178	2646	532	29	334	3
732	1	2	2018-02-05 10:00:00	5806	5724	82	20	486	3
733	1	2	2018-02-05 11:00:00	9788	9720	68	79	762	3
734	1	2	2018-02-05 12:00:00	8359	8100	259	22	844	3
735	1	2	2018-02-05 13:00:00	8412	8316	96	15	2048	3
736	1	2	2018-02-05 14:00:00	6196	6102	94	10	2146	6
737	1	2	2018-02-05 15:00:00	3512	3294	218	19	2312	6
738	1	2	2018-02-05 16:00:00	3142	3222	-80	37	752	8
739	1	7	2018-02-05 16:00:00	3142	3222	-80	37	752	8
740	1	7	2018-02-05 17:00:00	8888	8640	248	41	1198	8
741	1	7	2018-02-05 18:00:00	7291	7074	217	128	904	8
742	1	7	2018-02-05 19:00:00	8259	8262	-3	89	1676	8
743	1	7	2018-02-05 20:00:00	5804	5616	188	104	1006	8
744	1	7	2018-02-05 21:00:00	7876	7776	100	40	376	8
745	1	7	2018-02-05 22:00:00	9824	9720	104	90	812	16
746	1	7	2018-02-05 23:00:00	8484	8316	168	61	444	16
747	1	7	2018-02-06 00:00:00	9624	9558	66	58	506	8
748	1	7	2018-02-06 01:00:00	9640	9558	82	36	2176	8
749	1	7	2018-02-06 02:00:00	4372	4266	106	68	1254	8
750	1	7	2018-02-06 03:00:00	7420	7020	400	82	634	8
751	1	7	2018-02-06 04:00:00	8740	8640	100	76	476	8
752	1	7	2018-02-06 05:00:00	9560	9612	-52	33	720	8
753	1	7	2018-02-06 06:00:00	9072	8802	270	45	876	16
754	1	7	2018-02-06 07:00:00	7953	7992	-39	6	3686	8
755	1	7	2018-02-06 08:00:00	38	378	-340	30	984	8
756	1	4	2018-02-06 09:00:00	7712	7128	584	24	904	8
757	1	4	2018-02-06 10:00:00	8116	7938	178	36	790	8
758	1	4	2018-02-06 11:00:00	8507	8370	137	51	1702	8
759	1	4	2018-02-06 12:00:00	5927	5868	59	21	4764	8
760	1	4	2018-02-06 13:00:00	1528	2052	-524	19	238	8
761	1	16	2018-02-06 14:00:00	4965	4266	699	24	328	16
762	1	16	2018-02-06 15:00:00	10052	9936	116	47	806	16
763	1	16	2018-02-06 16:00:00	8456	8262	194	36	772	8
764	1	16	2018-02-06 17:00:00	8700	8640	60	37	484	8
765	1	16	2018-02-06 18:00:00	9286	9072	214	90	660	8
766	1	16	2018-02-06 19:00:00	9111	8964	147	31	3480	8
767	1	16	2018-02-06 20:00:00	873	1422	-549	1	4058	8
768	1	1	2018-02-06 22:00:00	6832	6588	244	40	4230	19
769	1	1	2018-02-06 23:00:00	2440	2376	64	13	1562	14
770	1	1	2018-02-07 00:00:00	2188	2160	28	48	1244	7
771	1	1	2018-02-07 01:00:00	6903	6750	153	40	304	7
772	1	1	2018-02-07 02:00:00	10142	10098	44	47	278	7
773	1	1	2018-02-07 03:00:00	10256	10098	158	88	952	7
774	1	1	2018-02-07 04:00:00	8108	8046	62	127	850	7
775	1	1	2018-02-07 05:00:00	8371	8262	109	106	1278	7
776	1	1	2018-02-07 06:00:00	7095	7074	21	73	1670	14
777	1	1	2018-02-07 07:00:00	5658	5454	204	58	576	7
778	1	1	2018-02-07 08:00:00	9351	9342	9	12	6512	7
779	1	1	2018-02-07 09:00:00	1624	1602	22	68	336	7
780	1	1	2018-02-07 10:00:00	572	378	194	91	614	7
781	1	1	2018-02-07 11:00:00	5456	5400	56	129	376	7
782	1	1	2018-02-07 12:00:00	7428	7344	84	122	404	7
783	1	1	2018-02-07 13:00:00	8420	8370	50	121	438	7
784	1	1	2018-02-07 14:00:00	7479	7398	81	73	1982	14
785	1	1	2018-02-07 15:00:00	7176	7074	102	44	1192	14
786	1	1	2018-02-07 16:00:00	6591	6426	165	55	806	7
787	1	1	2018-02-07 17:00:00	8531	8424	107	21	2176	7
788	1	1	2018-02-07 18:00:00	8471	8424	47	44	1218	7
789	1	1	2018-02-07 19:00:00	8904	8748	156	7	5408	7
790	1	1	2018-02-07 20:00:00	7997	7776	221	4	1234	7
791	1	1	2018-02-07 21:00:00	8260	8316	-56	51	462	7
792	1	1	2018-02-07 22:00:00	8901	8640	261	64	356	14
793	1	1	2018-02-07 23:00:00	5778	5670	108	47	778	14
794	1	1	2018-02-08 00:00:00	8899	8856	43	99	568	7
795	1	1	2018-02-08 01:00:00	7781	7776	5	66	952	7
796	1	1	2018-02-08 02:00:00	4889	4698	191	82	286	7
797	1	1	2018-02-08 03:00:00	7593	7614	-21	36	2360	7
798	1	1	2018-02-08 04:00:00	6360	6102	258	95	682	7
799	1	1	2018-02-08 05:00:00	8232	8154	78	81	716	7
800	1	1	2018-02-08 06:00:00	8956	8892	64	89	668	14
801	1	1	2018-02-08 07:00:00	8274	8208	66	106	548	7
802	1	1	2018-02-08 08:00:00	8976	8964	12	95	1372	7
803	1	1	2018-02-08 09:00:00	6061	5994	67	76	992	7
804	1	1	2018-02-08 10:00:00	6372	6372	0	60	1944	7
805	1	1	2018-02-08 11:00:00	5204	5130	74	84	764	7
806	1	1	2018-02-08 12:00:00	7830	7776	54	112	970	7
807	1	1	2018-02-08 13:00:00	8240	8208	32	43	2388	7
808	1	1	2018-02-08 14:00:00	6424	6318	106	102	584	14
809	1	1	2018-02-08 15:00:00	4764	5238	-474	104	840	14
810	1	5	2018-02-08 17:00:00	7928	7866	62	22	5446	7
811	1	5	2018-02-08 18:00:00	9635	9612	23	9	166	7
812	1	5	2018-02-08 19:00:00	10338	10314	24	54	338	7
813	1	5	2018-02-08 20:00:00	10340	10260	80	64	304	7
814	1	5	2018-02-08 21:00:00	5396	5508	-112	65	4974	7
815	1	5	2018-02-08 22:00:00	3251	2916	335	29	906	14
816	1	5	2018-02-08 23:00:00	10431	10260	171	52	370	14
817	1	5	2018-02-09 00:00:00	9344	9396	-52	62	774	7
818	1	5	2018-02-09 01:00:00	7788	7506	282	47	550	7
819	1	5	2018-02-09 02:00:00	10004	9882	122	50	216	7
820	1	5	2018-02-09 03:00:00	8524	8370	154	65	524	7
821	1	5	2018-02-09 04:00:00	10424	10422	2	45	1640	7
822	1	5	2018-02-09 05:00:00	6628	6642	-14	14	6738	7
823	1	5	2018-02-09 08:00:00	3256	3348	-92	9	178	7
824	1	5	2018-02-09 09:00:00	172	54	118	73	920	7
825	1	5	2018-02-09 10:00:00	1840	1836	4	37	422	7
826	1	5	2018-02-09 11:00:00	9320	9126	194	82	766	7
827	1	5	2018-02-09 12:00:00	9738	9720	18	56	552	4
